,book1,book2,num_conn
1031,nehemiah,luke,84
1032,nehemiah,john,46
1033,nehemiah,acts,97
1034,nehemiah,romans,32
1035,nehemiah,1-corinthians,17
1036,nehemiah,2-corithians,0
1037,nehemiah,galatians,7
1038,nehemiah,ephesians,9
1039,nehemiah,philippians,8
1040,nehemiah,colossians,8
1041,nehemiah,1-thessalonians,5
1042,nehemiah,2-thessalonians,5
1043,nehemiah,1-timothy,3
1044,nehemiah,2-timothy,5
1045,nehemiah,titus,3
1046,nehemiah,philemon,2
1047,nehemiah,hebrews,23
1048,nehemiah,james,7
1049,nehemiah,1-peter,6
1050,nehemiah,2-peter,5
1051,nehemiah,1-john,7
1052,nehemiah,2-john,2
1053,nehemiah,3-john,0
1054,nehemiah,jude,0
1055,nehemiah,revelation,27
1056,esther,genesis,74
1057,esther,exodus,31
1058,esther,leviticus,15
1059,esther,numbers,17
1060,esther,deuteronomy,21
1061,esther,joshua,13
1062,esther,judges,25
1063,esther,ruth,6
1064,esther,1-samuel,36
1065,esther,2-samuel,48
1066,esther,1-kings,47
1067,esther,2-kings,19
1068,esther,1-chronicles,25
1069,esther,2-chronicles,34
1070,esther,ezra,24
1071,esther,nehemiah,24
1073,esther,job,55
1074,esther,psalms,78
1075,esther,proverbs,53
1076,esther,ecclesiastes,15
1077,esther,song-of-solomon,10
1078,esther,isaiah,36
1079,esther,jeremiah,44
1080,esther,lamentations,8
1081,esther,ezekiel,38
1082,esther,daniel,75
1083,esther,hosea,8
1084,esther,joel,1
1085,esther,amos,1
1086,esther,obadiah,2
1087,esther,jonah,4
1088,esther,micah,3
1089,esther,nahum,1
1090,esther,habakkuk,1
1091,esther,zephaniah,1
1092,esther,haggai,2
1093,esther,zechariah,5
1094,esther,malachi,1
1095,esther,matthew,33
1096,esther,mark,29
1097,esther,luke,45
1098,esther,john,28
1099,esther,acts,54
1100,esther,romans,11
1101,esther,1-corinthians,14
1102,esther,2-corithians,0
1103,esther,galatians,4
1104,esther,ephesians,3
1105,esther,philippians,2
1106,esther,colossians,3
1107,esther,1-thessalonians,1
1108,esther,2-thessalonians,1
1109,esther,1-timothy,8
1110,esther,2-timothy,2
1111,esther,titus,2
1112,esther,philemon,2
1113,esther,hebrews,10
1114,esther,james,0
1115,esther,1-peter,0
1116,esther,2-peter,1
1117,esther,1-john,1
1118,esther,2-john,0
1119,esther,3-john,0
1120,esther,jude,0
1121,esther,revelation,22
1122,job,genesis,102
1123,job,exodus,33
1124,job,leviticus,14
1125,job,numbers,27
1126,job,deuteronomy,39
1127,job,joshua,11
1128,job,judges,26
1129,job,ruth,6
1130,job,1-samuel,29
1131,job,2-samuel,21
1132,job,1-kings,22
1133,job,2-kings,23
1134,job,1-chronicles,23
1135,job,2-chronicles,19
1136,job,ezra,5
1137,job,nehemiah,7
1138,job,esther,2
1140,job,psalms,405
1141,job,proverbs,239
1142,job,ecclesiastes,39
1143,job,song-of-solomon,8
1144,job,isaiah,145
1145,job,jeremiah,65
1146,job,lamentations,35
1147,job,ezekiel,52
1148,job,daniel,19
1149,job,hosea,25
1150,job,joel,2
1151,job,amos,17
1152,job,obadiah,2
1153,job,jonah,7
1154,job,micah,5
1155,job,nahum,5
1156,job,habakkuk,8
1157,job,zephaniah,3
1158,job,haggai,2
1159,job,zechariah,12
1160,job,malachi,2
1161,job,matthew,54
1162,job,mark,35
1163,job,luke,78
1164,job,john,25
1165,job,acts,58
1166,job,romans,31
1167,job,1-corinthians,29
1168,job,2-corithians,0
1169,job,galatians,6
1170,job,ephesians,5
1171,job,philippians,8
1172,job,colossians,2
1173,job,1-thessalonians,6
1174,job,2-thessalonians,3
1175,job,1-timothy,11
1176,job,2-timothy,1
1177,job,titus,1
1178,job,philemon,2
1179,job,hebrews,28
1180,job,james,15
1181,job,1-peter,6
1182,job,2-peter,6
1183,job,1-john,7
1184,job,2-john,1
1185,job,3-john,0
1186,job,jude,0
1187,job,revelation,21
1188,psalms,genesis,119
1189,psalms,exodus,91
1190,psalms,leviticus,47
1191,psalms,numbers,52
1192,psalms,deuteronomy,111
1193,psalms,joshua,18
1194,psalms,judges,22
1195,psalms,ruth,5
1196,psalms,1-samuel,39
1197,psalms,2-samuel,115
1198,psalms,1-kings,19
1199,psalms,2-kings,19
1200,psalms,1-chronicles,113
1201,psalms,2-chronicles,32
1202,psalms,ezra,9
1203,psalms,nehemiah,33
1204,psalms,esther,4
1205,psalms,job,676
1207,psalms,proverbs,662
1208,psalms,ecclesiastes,40
1209,psalms,song-of-solomon,39
1210,psalms,isaiah,585
1211,psalms,jeremiah,256
1212,psalms,lamentations,89
1213,psalms,ezekiel,112
1214,psalms,daniel,49
1215,psalms,hosea,71
1216,psalms,joel,26
1217,psalms,amos,28
1218,psalms,obadiah,3
1219,psalms,jonah,18
1220,psalms,micah,38
1221,psalms,nahum,20
1222,psalms,habakkuk,40
1223,psalms,zephaniah,13
1224,psalms,haggai,2
1225,psalms,zechariah,25
1226,psalms,malachi,4
1227,psalms,matthew,68
1228,psalms,mark,49
1229,psalms,luke,110
1230,psalms,john,57
1231,psalms,acts,87
1232,psalms,romans,68
1233,psalms,1-corinthians,45
1234,psalms,2-corithians,0
1235,psalms,galatians,13
1236,psalms,ephesians,23
1237,psalms,philippians,9
1238,psalms,colossians,12
1239,psalms,1-thessalonians,16
1240,psalms,2-thessalonians,4
1241,psalms,1-timothy,8
1242,psalms,2-timothy,15
1243,psalms,titus,4
1244,psalms,philemon,0
1245,psalms,hebrews,40
1246,psalms,james,41
1247,psalms,1-peter,16
1248,psalms,2-peter,10
1249,psalms,1-john,7
1250,psalms,2-john,5
1251,psalms,3-john,1
1252,psalms,jude,6
1253,psalms,revelation,56
1254,proverbs,genesis,27
1255,proverbs,exodus,25
1256,proverbs,leviticus,18
1257,proverbs,numbers,8
1258,proverbs,deuteronomy,37
1259,proverbs,joshua,1
1260,proverbs,judges,8
1261,proverbs,ruth,3
1262,proverbs,1-samuel,11
1263,proverbs,2-samuel,14
1264,proverbs,1-kings,10
1265,proverbs,2-kings,3
1266,proverbs,1-chronicles,6
1267,proverbs,2-chronicles,6
1268,proverbs,ezra,1
1269,proverbs,nehemiah,4
1270,proverbs,esther,1
1271,proverbs,job,279
1272,proverbs,psalms,461
1274,proverbs,ecclesiastes,68
1275,proverbs,song-of-solomon,21
1276,proverbs,isaiah,121
1277,proverbs,jeremiah,36
1278,proverbs,lamentations,16
1279,proverbs,ezekiel,20
1280,proverbs,daniel,16
1281,proverbs,hosea,19
1282,proverbs,joel,1
1283,proverbs,amos,9
1284,proverbs,obadiah,1
1285,proverbs,jonah,0
1286,proverbs,micah,10
1287,proverbs,nahum,3
1288,proverbs,habakkuk,11
1289,proverbs,zephaniah,1
1290,proverbs,haggai,1
1291,proverbs,zechariah,8
1292,proverbs,malachi,5
1293,proverbs,matthew,36
1294,proverbs,mark,6
1295,proverbs,luke,36
1296,proverbs,john,16
1297,proverbs,acts,14
1298,proverbs,romans,19
1299,proverbs,1-corinthians,21
1300,proverbs,2-corithians,0
1301,proverbs,galatians,8
1302,proverbs,ephesians,5
1303,proverbs,philippians,5
1304,proverbs,colossians,6
1305,proverbs,1-thessalonians,2
1306,proverbs,2-thessalonians,1
1307,proverbs,1-timothy,7
1308,proverbs,2-timothy,5
1309,proverbs,titus,7
1310,proverbs,philemon,0
1311,proverbs,hebrews,9
1312,proverbs,james,10
1313,proverbs,1-peter,4
1314,proverbs,2-peter,8
1315,proverbs,1-john,2
1316,proverbs,2-john,1
1317,proverbs,3-john,1
1318,proverbs,jude,1
1319,proverbs,revelation,10
1320,ecclesiastes,genesis,36
1321,ecclesiastes,exodus,19
1322,ecclesiastes,leviticus,17
1323,ecclesiastes,numbers,11
1324,ecclesiastes,deuteronomy,33
1325,ecclesiastes,joshua,4
1326,ecclesiastes,judges,20
1327,ecclesiastes,ruth,4
1328,ecclesiastes,1-samuel,10
1329,ecclesiastes,2-samuel,18
1330,ecclesiastes,1-kings,22
1331,ecclesiastes,2-kings,6
1332,ecclesiastes,1-chronicles,8
1333,ecclesiastes,2-chronicles,15
1334,ecclesiastes,ezra,5
1335,ecclesiastes,nehemiah,4
1336,ecclesiastes,esther,3
1337,ecclesiastes,job,139
1338,ecclesiastes,psalms,171
1339,ecclesiastes,proverbs,253
1341,ecclesiastes,song-of-solomon,7
1342,ecclesiastes,isaiah,70
1343,ecclesiastes,jeremiah,39
1344,ecclesiastes,lamentations,17
1345,ecclesiastes,ezekiel,31
1346,ecclesiastes,daniel,18
1347,ecclesiastes,hosea,11
1348,ecclesiastes,joel,0
1349,ecclesiastes,amos,4
1350,ecclesiastes,obadiah,0
1351,ecclesiastes,jonah,1
1352,ecclesiastes,micah,8
1353,ecclesiastes,nahum,6
1354,ecclesiastes,habakkuk,3
1355,ecclesiastes,zephaniah,3
1356,ecclesiastes,haggai,0
1357,ecclesiastes,zechariah,7
1358,ecclesiastes,malachi,2
1359,ecclesiastes,matthew,45
1360,ecclesiastes,mark,25
1361,ecclesiastes,luke,69
1362,ecclesiastes,john,47
1363,ecclesiastes,acts,58
1364,ecclesiastes,romans,44
1365,ecclesiastes,1-corinthians,46
1366,ecclesiastes,2-corithians,0
1367,ecclesiastes,galatians,8
1368,ecclesiastes,ephesians,15
1369,ecclesiastes,philippians,9
1370,ecclesiastes,colossians,8
1371,ecclesiastes,1-thessalonians,3
1372,ecclesiastes,2-thessalonians,3
1373,ecclesiastes,1-timothy,14
1374,ecclesiastes,2-timothy,6
1375,ecclesiastes,titus,8
1376,ecclesiastes,philemon,1
1377,ecclesiastes,hebrews,21
1378,ecclesiastes,james,19
1379,ecclesiastes,1-peter,5
1380,ecclesiastes,2-peter,6
1381,ecclesiastes,1-john,16
1382,ecclesiastes,2-john,0
1383,ecclesiastes,3-john,2
1384,ecclesiastes,jude,0
1385,ecclesiastes,revelation,22
1386,song-of-solomon,genesis,10
1387,song-of-solomon,exodus,4
1388,song-of-solomon,leviticus,0
1389,song-of-solomon,numbers,0
1390,song-of-solomon,deuteronomy,3
1391,song-of-solomon,joshua,0
1392,song-of-solomon,judges,1
1393,song-of-solomon,ruth,1
1394,song-of-solomon,1-samuel,1
1395,song-of-solomon,2-samuel,1
1396,song-of-solomon,1-kings,3
1397,song-of-solomon,2-kings,1
1398,song-of-solomon,1-chronicles,2
1399,song-of-solomon,2-chronicles,2
1400,song-of-solomon,ezra,0
1401,song-of-solomon,nehemiah,0
1402,song-of-solomon,esther,0
1403,song-of-solomon,job,19
1404,song-of-solomon,psalms,42
1405,song-of-solomon,proverbs,33
1406,song-of-solomon,ecclesiastes,1
1408,song-of-solomon,isaiah,18
1409,song-of-solomon,jeremiah,15
1410,song-of-solomon,lamentations,1
1411,song-of-solomon,ezekiel,7
1412,song-of-solomon,daniel,0
1413,song-of-solomon,hosea,3
1414,song-of-solomon,joel,2
1415,song-of-solomon,amos,1
1416,song-of-solomon,obadiah,0
1417,song-of-solomon,jonah,0
1418,song-of-solomon,micah,1
1419,song-of-solomon,nahum,2
1420,song-of-solomon,habakkuk,4
1421,song-of-solomon,zephaniah,0
1422,song-of-solomon,haggai,0
1423,song-of-solomon,zechariah,2
1424,song-of-solomon,malachi,0
1425,song-of-solomon,matthew,4
1426,song-of-solomon,mark,3
1427,song-of-solomon,luke,10
1428,song-of-solomon,john,3
1429,song-of-solomon,acts,3
1430,song-of-solomon,romans,2
1431,song-of-solomon,1-corinthians,2
1432,song-of-solomon,2-corithians,0
1433,song-of-solomon,galatians,0
1434,song-of-solomon,ephesians,1
1435,song-of-solomon,philippians,1
1436,song-of-solomon,colossians,0
1437,song-of-solomon,1-thessalonians,1
1438,song-of-solomon,2-thessalonians,0
1439,song-of-solomon,1-timothy,0
1440,song-of-solomon,2-timothy,2
1441,song-of-solomon,titus,0
1442,song-of-solomon,philemon,0
1443,song-of-solomon,hebrews,1
1444,song-of-solomon,james,2
1445,song-of-solomon,1-peter,0
1446,song-of-solomon,2-peter,2
1447,song-of-solomon,1-john,1
1448,song-of-solomon,2-john,0
1449,song-of-solomon,3-john,0
1450,song-of-solomon,jude,1
1451,song-of-solomon,revelation,3
1452,isaiah,genesis,229
1453,isaiah,exodus,142
1454,isaiah,leviticus,63
1455,isaiah,numbers,115
1456,isaiah,deuteronomy,195
1457,isaiah,joshua,46
1458,isaiah,judges,66
1459,isaiah,ruth,10
1460,isaiah,1-samuel,96
1461,isaiah,2-samuel,85
1462,isaiah,1-kings,75
1463,isaiah,2-kings,226
1464,isaiah,1-chronicles,97
1465,isaiah,2-chronicles,141
1466,isaiah,ezra,24
1467,isaiah,nehemiah,38
1468,isaiah,esther,9
1469,isaiah,job,677
1470,isaiah,psalms,1726
1471,isaiah,proverbs,454
1472,isaiah,ecclesiastes,65
1473,isaiah,song-of-solomon,64
1475,isaiah,jeremiah,547
1476,isaiah,lamentations,117
1477,isaiah,ezekiel,278
1478,isaiah,daniel,57
1479,isaiah,hosea,122
1480,isaiah,joel,61
1481,isaiah,amos,83
1482,isaiah,obadiah,22
1483,isaiah,jonah,9
1484,isaiah,micah,113
1485,isaiah,nahum,47
1486,isaiah,habakkuk,47
1487,isaiah,zephaniah,43
1488,isaiah,haggai,13
1489,isaiah,zechariah,86
1490,isaiah,malachi,33
1491,isaiah,matthew,157
1492,isaiah,mark,92
1493,isaiah,luke,172
1494,isaiah,john,103
1495,isaiah,acts,146
1496,isaiah,romans,70
1497,isaiah,1-corinthians,91
1498,isaiah,2-corithians,0
1499,isaiah,galatians,20
1500,isaiah,ephesians,25
1501,isaiah,philippians,17
1502,isaiah,colossians,19
1503,isaiah,1-thessalonians,16
1504,isaiah,2-thessalonians,5
1505,isaiah,1-timothy,6
1506,isaiah,2-timothy,14
1507,isaiah,titus,10
1508,isaiah,philemon,2
1509,isaiah,hebrews,49
1510,isaiah,james,31
1511,isaiah,1-peter,30
1512,isaiah,2-peter,24
1513,isaiah,1-john,18
1514,isaiah,2-john,1
1515,isaiah,3-john,2
1516,isaiah,jude,4
1517,isaiah,revelation,98
1518,jeremiah,genesis,426
1519,jeremiah,exodus,304
1520,jeremiah,leviticus,122
1521,jeremiah,numbers,247
1522,jeremiah,deuteronomy,511
1523,jeremiah,joshua,199
1524,jeremiah,judges,198
1525,jeremiah,ruth,26
1526,jeremiah,1-samuel,293
1527,jeremiah,2-samuel,250
1528,jeremiah,1-kings,375
1529,jeremiah,2-kings,531
1530,jeremiah,1-chronicles,247
1531,jeremiah,2-chronicles,520
1532,jeremiah,ezra,159
1533,jeremiah,nehemiah,221
1534,jeremiah,esther,59
1535,jeremiah,job,592
1536,jeremiah,psalms,1509
1537,jeremiah,proverbs,435
1538,jeremiah,ecclesiastes,95
1539,jeremiah,song-of-solomon,52
1540,jeremiah,isaiah,1430
1542,jeremiah,lamentations,167
1543,jeremiah,ezekiel,831
1544,jeremiah,daniel,187
1545,jeremiah,hosea,202
1546,jeremiah,joel,83
1547,jeremiah,amos,227
1548,jeremiah,obadiah,29
1549,jeremiah,jonah,39
1550,jeremiah,micah,123
1551,jeremiah,nahum,77
1552,jeremiah,habakkuk,56
1553,jeremiah,zephaniah,92
1554,jeremiah,haggai,75
1555,jeremiah,zechariah,331
1556,jeremiah,malachi,105
1557,jeremiah,matthew,275
1558,jeremiah,mark,166
1559,jeremiah,luke,344
1560,jeremiah,john,183
1561,jeremiah,acts,367
1562,jeremiah,romans,110
1563,jeremiah,1-corinthians,117
1564,jeremiah,2-corithians,0
1565,jeremiah,galatians,43
1566,jeremiah,ephesians,37
1567,jeremiah,philippians,8
1568,jeremiah,colossians,30
1569,jeremiah,1-thessalonians,23
1570,jeremiah,2-thessalonians,14
1571,jeremiah,1-timothy,30
1572,jeremiah,2-timothy,25
1573,jeremiah,titus,13
1574,jeremiah,philemon,4
1575,jeremiah,hebrews,109
1576,jeremiah,james,35
1577,jeremiah,1-peter,34
1578,jeremiah,2-peter,14
1579,jeremiah,1-john,20
1580,jeremiah,2-john,5
1581,jeremiah,3-john,9
1582,jeremiah,jude,12
1583,jeremiah,revelation,121
1584,lamentations,genesis,11
1585,lamentations,exodus,2
1586,lamentations,leviticus,2
1587,lamentations,numbers,5
1588,lamentations,deuteronomy,9
1589,lamentations,joshua,2
1590,lamentations,judges,1
1591,lamentations,ruth,0
1592,lamentations,1-samuel,2
1593,lamentations,2-samuel,8
1594,lamentations,1-kings,1
1595,lamentations,2-kings,3
1596,lamentations,1-chronicles,3
1597,lamentations,2-chronicles,2
1598,lamentations,ezra,1
1599,lamentations,nehemiah,2
1600,lamentations,esther,0
1601,lamentations,job,58
1602,lamentations,psalms,161
1603,lamentations,proverbs,36
1604,lamentations,ecclesiastes,3
1605,lamentations,song-of-solomon,13
1606,lamentations,isaiah,71
1607,lamentations,jeremiah,64
1609,lamentations,ezekiel,26
1610,lamentations,daniel,2
1611,lamentations,hosea,16
1612,lamentations,joel,2
1613,lamentations,amos,7
1614,lamentations,obadiah,5
1615,lamentations,jonah,0
1616,lamentations,micah,13
1617,lamentations,nahum,4
1618,lamentations,habakkuk,3
1619,lamentations,zephaniah,3
1620,lamentations,haggai,0
1621,lamentations,zechariah,11
1622,lamentations,malachi,1
1623,lamentations,matthew,11
1624,lamentations,mark,6
1625,lamentations,luke,12
1626,lamentations,john,9
1627,lamentations,acts,16
1628,lamentations,romans,4
1629,lamentations,1-corinthians,10
1630,lamentations,2-corithians,0
1631,lamentations,galatians,3
1632,lamentations,ephesians,0
1633,lamentations,philippians,1
1634,lamentations,colossians,0
1635,lamentations,1-thessalonians,2
1636,lamentations,2-thessalonians,0
1637,lamentations,1-timothy,1
1638,lamentations,2-timothy,0
1639,lamentations,titus,1
1640,lamentations,philemon,2
1641,lamentations,hebrews,6
1642,lamentations,james,3
1643,lamentations,1-peter,1
1644,lamentations,2-peter,3
1645,lamentations,1-john,0
1646,lamentations,2-john,0
1647,lamentations,3-john,0
1648,lamentations,jude,0
1649,lamentations,revelation,7
1650,ezekiel,genesis,276
1651,ezekiel,exodus,318
1652,ezekiel,leviticus,236
1653,ezekiel,numbers,208
1654,ezekiel,deuteronomy,232
1655,ezekiel,joshua,200
1656,ezekiel,judges,86
1657,ezekiel,ruth,12
1658,ezekiel,1-samuel,113
1659,ezekiel,2-samuel,118
1660,ezekiel,1-kings,212
1661,ezekiel,2-kings,100
1662,ezekiel,1-chronicles,156
1663,ezekiel,2-chronicles,145
1664,ezekiel,ezra,46
1665,ezekiel,nehemiah,82
1666,ezekiel,esther,44
1667,ezekiel,job,466
1668,ezekiel,psalms,996
1669,ezekiel,proverbs,365
1670,ezekiel,ecclesiastes,68
1671,ezekiel,song-of-solomon,67
1672,ezekiel,isaiah,774
1673,ezekiel,jeremiah,596
1674,ezekiel,lamentations,66
1676,ezekiel,daniel,93
1677,ezekiel,hosea,119
1678,ezekiel,joel,38
1679,ezekiel,amos,160
1680,ezekiel,obadiah,17
1681,ezekiel,jonah,12
1682,ezekiel,micah,75
1683,ezekiel,nahum,34
1684,ezekiel,habakkuk,40
1685,ezekiel,zephaniah,43
1686,ezekiel,haggai,14
1687,ezekiel,zechariah,125
1688,ezekiel,malachi,20
1689,ezekiel,matthew,207
1690,ezekiel,mark,123
1691,ezekiel,luke,228
1692,ezekiel,john,109
1693,ezekiel,acts,247
1694,ezekiel,romans,119
1695,ezekiel,1-corinthians,89
1696,ezekiel,2-corithians,0
1697,ezekiel,galatians,18
1698,ezekiel,ephesians,42
1699,ezekiel,philippians,28
1700,ezekiel,colossians,22
1701,ezekiel,1-thessalonians,11
1702,ezekiel,2-thessalonians,17
1703,ezekiel,1-timothy,16
1704,ezekiel,2-timothy,22
1705,ezekiel,titus,15
1706,ezekiel,philemon,7
1707,ezekiel,hebrews,90
1708,ezekiel,james,29
1709,ezekiel,1-peter,16
1710,ezekiel,2-peter,16
1711,ezekiel,1-john,15
1712,ezekiel,2-john,4
1713,ezekiel,3-john,1
1714,ezekiel,jude,8
1715,ezekiel,revelation,140
1716,daniel,genesis,114
1717,daniel,exodus,71
1718,daniel,leviticus,30
1719,daniel,numbers,50
1720,daniel,deuteronomy,80
1721,daniel,joshua,31
1722,daniel,judges,28
1723,daniel,ruth,2
1724,daniel,1-samuel,49
1725,daniel,2-samuel,50
1726,daniel,1-kings,43
1727,daniel,2-kings,44
1728,daniel,1-chronicles,31
1729,daniel,2-chronicles,69
1730,daniel,ezra,52
1731,daniel,nehemiah,47
1732,daniel,esther,43
1733,daniel,job,204
1734,daniel,psalms,344
1735,daniel,proverbs,137
1736,daniel,ecclesiastes,45
1737,daniel,song-of-solomon,17
1738,daniel,isaiah,155
1739,daniel,jeremiah,123
1740,daniel,lamentations,19
1741,daniel,ezekiel,95
1743,daniel,hosea,22
1744,daniel,joel,7
1745,daniel,amos,9
1746,daniel,obadiah,2
1747,daniel,jonah,11
1748,daniel,micah,4
1749,daniel,nahum,7
1750,daniel,habakkuk,12
1751,daniel,zephaniah,2
1752,daniel,haggai,4
1753,daniel,zechariah,35
1754,daniel,malachi,4
1755,daniel,matthew,113
1756,daniel,mark,70
1757,daniel,luke,150
1758,daniel,john,60
1759,daniel,acts,136
1760,daniel,romans,37
1761,daniel,1-corinthians,39
1762,daniel,2-corithians,0
1763,daniel,galatians,12
1764,daniel,ephesians,28
1765,daniel,philippians,8
1766,daniel,colossians,12
1767,daniel,1-thessalonians,10
1768,daniel,2-thessalonians,6
1769,daniel,1-timothy,12
1770,daniel,2-timothy,15
1771,daniel,titus,3
1772,daniel,philemon,0
1773,daniel,hebrews,41
1774,daniel,james,13
1775,daniel,1-peter,8
1776,daniel,2-peter,10
1777,daniel,1-john,9
1778,daniel,2-john,1
1779,daniel,3-john,0
1780,daniel,jude,2
1781,daniel,revelation,78
1782,hosea,genesis,33
1783,hosea,exodus,17
1784,hosea,leviticus,7
1785,hosea,numbers,10
1786,hosea,deuteronomy,21
1787,hosea,joshua,9
1788,hosea,judges,15
1789,hosea,ruth,5
1790,hosea,1-samuel,15
1791,hosea,2-samuel,12
1792,hosea,1-kings,17
1793,hosea,2-kings,19
1794,hosea,1-chronicles,9
1795,hosea,2-chronicles,22
1796,hosea,ezra,4
1797,hosea,nehemiah,6
1798,hosea,esther,1
1799,hosea,job,64
1800,hosea,psalms,121
1801,hosea,proverbs,56
1802,hosea,ecclesiastes,9
1803,hosea,song-of-solomon,9
1804,hosea,isaiah,91
1805,hosea,jeremiah,64
1806,hosea,lamentations,16
1807,hosea,ezekiel,45
1808,hosea,daniel,10
1810,hosea,joel,3
1811,hosea,amos,15
1812,hosea,obadiah,1
1813,hosea,jonah,1
1814,hosea,micah,16
1815,hosea,nahum,3
1816,hosea,habakkuk,10
1817,hosea,zephaniah,7
1818,hosea,haggai,1
1819,hosea,zechariah,6
1820,hosea,malachi,0
1821,hosea,matthew,12
1822,hosea,mark,12
1823,hosea,luke,25
1824,hosea,john,9
1825,hosea,acts,13
1826,hosea,romans,9
1827,hosea,1-corinthians,12
1828,hosea,2-corithians,0
1829,hosea,galatians,2
1830,hosea,ephesians,3
1831,hosea,philippians,0
1832,hosea,colossians,2
1833,hosea,1-thessalonians,2
1834,hosea,2-thessalonians,2
1835,hosea,1-timothy,0
1836,hosea,2-timothy,2
1837,hosea,titus,1
1838,hosea,philemon,0
1839,hosea,hebrews,7
1840,hosea,james,4
1841,hosea,1-peter,2
1842,hosea,2-peter,6
1843,hosea,1-john,2
1844,hosea,2-john,1
1845,hosea,3-john,0
1846,hosea,jude,1
1847,hosea,revelation,7
1848,joel,genesis,13
1849,joel,exodus,12
1850,joel,leviticus,7
1851,joel,numbers,9
1852,joel,deuteronomy,20
1853,joel,joshua,5
1854,joel,judges,3
1855,joel,ruth,1
1856,joel,1-samuel,9
1857,joel,2-samuel,8
1858,joel,1-kings,3
1859,joel,2-kings,6
1860,joel,1-chronicles,8
1861,joel,2-chronicles,7
1862,joel,ezra,0
1863,joel,nehemiah,7
1864,joel,esther,0
1865,joel,job,36
1866,joel,psalms,121
1867,joel,proverbs,20
1868,joel,ecclesiastes,3
1869,joel,song-of-solomon,9
1870,joel,isaiah,87
1871,joel,jeremiah,37
1872,joel,lamentations,6
1873,joel,ezekiel,38
1874,joel,daniel,5
1875,joel,hosea,12
1877,joel,amos,7
1878,joel,obadiah,3
1879,joel,jonah,4
1880,joel,micah,9
1881,joel,nahum,9
1882,joel,habakkuk,5
1883,joel,zephaniah,7
1884,joel,haggai,4
1885,joel,zechariah,3
1886,joel,malachi,0
1887,joel,matthew,9
1888,joel,mark,2
1889,joel,luke,13
1890,joel,john,2
1891,joel,acts,5
1892,joel,romans,4
1893,joel,1-corinthians,6
1894,joel,2-corithians,0
1895,joel,galatians,0
1896,joel,ephesians,0
1897,joel,philippians,1
1898,joel,colossians,0
1899,joel,1-thessalonians,4
1900,joel,2-thessalonians,0
1901,joel,1-timothy,0
1902,joel,2-timothy,3
1903,joel,titus,0
1904,joel,philemon,0
1905,joel,hebrews,4
1906,joel,james,4
1907,joel,1-peter,1
1908,joel,2-peter,2
1909,joel,1-john,1
1910,joel,2-john,0
1911,joel,3-john,0
1912,joel,jude,2
1913,joel,revelation,11
1914,amos,genesis,28
1915,amos,exodus,25
1916,amos,leviticus,7
1917,amos,numbers,15
1918,amos,deuteronomy,24
1919,amos,joshua,12
1920,amos,judges,10
1921,amos,ruth,2
1922,amos,1-samuel,10
1923,amos,2-samuel,17
1924,amos,1-kings,10
1925,amos,2-kings,15
1926,amos,1-chronicles,9
1927,amos,2-chronicles,14
1928,amos,ezra,7
1929,amos,nehemiah,12
1930,amos,esther,0
1931,amos,job,64
1932,amos,psalms,119
1933,amos,proverbs,47
1934,amos,ecclesiastes,7
1935,amos,song-of-solomon,4
1936,amos,isaiah,122
1937,amos,jeremiah,120
1938,amos,lamentations,8
1939,amos,ezekiel,70
1940,amos,daniel,3
1941,amos,hosea,26
1942,amos,joel,9
1944,amos,obadiah,4
1945,amos,jonah,3
1946,amos,micah,14
1947,amos,nahum,4
1948,amos,habakkuk,3
1949,amos,zephaniah,7
1950,amos,haggai,3
1951,amos,zechariah,24
1952,amos,malachi,5
1953,amos,matthew,18
1954,amos,mark,5
1955,amos,luke,31
1956,amos,john,3
1957,amos,acts,25
1958,amos,romans,14
1959,amos,1-corinthians,14
1960,amos,2-corithians,0
1961,amos,galatians,3
1962,amos,ephesians,3
1963,amos,philippians,0
1964,amos,colossians,2
1965,amos,1-thessalonians,2
1966,amos,2-thessalonians,2
1967,amos,1-timothy,1
1968,amos,2-timothy,1
1969,amos,titus,1
1970,amos,philemon,0
1971,amos,hebrews,4
1972,amos,james,4
1973,amos,1-peter,0
1974,amos,2-peter,2
1975,amos,1-john,0
1976,amos,2-john,0
1977,amos,3-john,0
1978,amos,jude,1
1979,amos,revelation,6
1980,obadiah,genesis,2
1981,obadiah,exodus,2
1982,obadiah,leviticus,1
1983,obadiah,numbers,0
1984,obadiah,deuteronomy,3
1985,obadiah,joshua,0
1986,obadiah,judges,1
1987,obadiah,ruth,0
1988,obadiah,1-samuel,2
1989,obadiah,2-samuel,0
1990,obadiah,1-kings,0
1991,obadiah,2-kings,0
1992,obadiah,1-chronicles,2
1993,obadiah,2-chronicles,0
1994,obadiah,ezra,0
1995,obadiah,nehemiah,2
1996,obadiah,esther,0
1997,obadiah,job,7
1998,obadiah,psalms,12
1999,obadiah,proverbs,4
2000,obadiah,ecclesiastes,0
2001,obadiah,song-of-solomon,2
2002,obadiah,isaiah,13
2003,obadiah,jeremiah,10
2004,obadiah,lamentations,2
2005,obadiah,ezekiel,8
2006,obadiah,daniel,1
2007,obadiah,hosea,1
2008,obadiah,joel,3
2009,obadiah,amos,4
2011,obadiah,jonah,0
2012,obadiah,micah,2
2013,obadiah,nahum,0
2014,obadiah,habakkuk,1
2015,obadiah,zephaniah,0
