,book1,book2,num_conn
2016,obadiah,haggai,0
2017,obadiah,zechariah,4
2018,obadiah,malachi,2
2019,obadiah,matthew,1
2020,obadiah,mark,1
2021,obadiah,luke,0
2022,obadiah,john,1
2023,obadiah,acts,1
2024,obadiah,romans,0
2025,obadiah,1-corinthians,0
2026,obadiah,2-corithians,0
2027,obadiah,galatians,0
2028,obadiah,ephesians,0
2029,obadiah,philippians,0
2030,obadiah,colossians,0
2031,obadiah,1-thessalonians,0
2032,obadiah,2-thessalonians,0
2033,obadiah,1-timothy,0
2034,obadiah,2-timothy,0
2035,obadiah,titus,0
2036,obadiah,philemon,0
2037,obadiah,hebrews,1
2038,obadiah,james,0
2039,obadiah,1-peter,0
2040,obadiah,2-peter,0
2041,obadiah,1-john,0
2042,obadiah,2-john,0
2043,obadiah,3-john,0
2044,obadiah,jude,0
2045,obadiah,revelation,1
2046,jonah,genesis,19
2047,jonah,exodus,8
2048,jonah,leviticus,1
2049,jonah,numbers,7
2050,jonah,deuteronomy,7
2051,jonah,joshua,3
2052,jonah,judges,6
2053,jonah,ruth,0
2054,jonah,1-samuel,7
2055,jonah,2-samuel,7
2056,jonah,1-kings,7
2057,jonah,2-kings,4
2058,jonah,1-chronicles,2
2059,jonah,2-chronicles,4
2060,jonah,ezra,4
2061,jonah,nehemiah,4
2062,jonah,esther,1
2063,jonah,job,24
2064,jonah,psalms,60
2065,jonah,proverbs,21
2066,jonah,ecclesiastes,8
2067,jonah,song-of-solomon,1
2068,jonah,isaiah,14
2069,jonah,jeremiah,15
2070,jonah,lamentations,1
2071,jonah,ezekiel,9
2072,jonah,daniel,3
2073,jonah,hosea,1
2074,jonah,joel,3
2075,jonah,amos,2
2076,jonah,obadiah,0
2078,jonah,micah,0
2079,jonah,nahum,4
2080,jonah,habakkuk,1
2081,jonah,zephaniah,0
2082,jonah,haggai,1
2083,jonah,zechariah,0
2084,jonah,malachi,0
2085,jonah,matthew,17
2086,jonah,mark,6
2087,jonah,luke,22
2088,jonah,john,10
2089,jonah,acts,14
2090,jonah,romans,0
2091,jonah,1-corinthians,1
2092,jonah,2-corithians,0
2093,jonah,galatians,1
2094,jonah,ephesians,1
2095,jonah,philippians,1
2096,jonah,colossians,1
2097,jonah,1-thessalonians,0
2098,jonah,2-thessalonians,0
2099,jonah,1-timothy,0
2100,jonah,2-timothy,1
2101,jonah,titus,0
2102,jonah,philemon,0
2103,jonah,hebrews,0
2104,jonah,james,1
2105,jonah,1-peter,0
2106,jonah,2-peter,0
2107,jonah,1-john,2
2108,jonah,2-john,0
2109,jonah,3-john,1
2110,jonah,jude,0
2111,jonah,revelation,3
2112,micah,genesis,23
2113,micah,exodus,10
2114,micah,leviticus,3
2115,micah,numbers,11
2116,micah,deuteronomy,25
2117,micah,joshua,3
2118,micah,judges,4
2119,micah,ruth,1
2120,micah,1-samuel,5
2121,micah,2-samuel,6
2122,micah,1-kings,9
2123,micah,2-kings,8
2124,micah,1-chronicles,5
2125,micah,2-chronicles,9
2126,micah,ezra,0
2127,micah,nehemiah,2
2128,micah,esther,0
2129,micah,job,54
2130,micah,psalms,192
2131,micah,proverbs,40
2132,micah,ecclesiastes,2
2133,micah,song-of-solomon,4
2134,micah,isaiah,103
2135,micah,jeremiah,70
2136,micah,lamentations,16
2137,micah,ezekiel,23
2138,micah,daniel,7
2139,micah,hosea,13
2140,micah,joel,8
2141,micah,amos,12
2142,micah,obadiah,3
2143,micah,jonah,2
2145,micah,nahum,2
2146,micah,habakkuk,2
2147,micah,zephaniah,8
2148,micah,haggai,1
2149,micah,zechariah,14
2150,micah,malachi,2
2151,micah,matthew,9
2152,micah,mark,3
2153,micah,luke,15
2154,micah,john,5
2155,micah,acts,6
2156,micah,romans,5
2157,micah,1-corinthians,5
2158,micah,2-corithians,0
2159,micah,galatians,1
2160,micah,ephesians,1
2161,micah,philippians,0
2162,micah,colossians,2
2163,micah,1-thessalonians,0
2164,micah,2-thessalonians,1
2165,micah,1-timothy,2
2166,micah,2-timothy,4
2167,micah,titus,1
2168,micah,philemon,0
2169,micah,hebrews,10
2170,micah,james,1
2171,micah,1-peter,1
2172,micah,2-peter,2
2173,micah,1-john,0
2174,micah,2-john,0
2175,micah,3-john,0
2176,micah,jude,0
2177,micah,revelation,5
2178,nahum,genesis,5
2179,nahum,exodus,4
2180,nahum,leviticus,0
2181,nahum,numbers,3
2182,nahum,deuteronomy,6
2183,nahum,joshua,1
2184,nahum,judges,0
2185,nahum,ruth,0
2186,nahum,1-samuel,1
2187,nahum,2-samuel,3
2188,nahum,1-kings,1
2189,nahum,2-kings,3
2190,nahum,1-chronicles,3
2191,nahum,2-chronicles,0
2192,nahum,ezra,0
2193,nahum,nehemiah,1
2194,nahum,esther,0
2195,nahum,job,22
2196,nahum,psalms,49
2197,nahum,proverbs,10
2198,nahum,ecclesiastes,3
2199,nahum,song-of-solomon,3
2200,nahum,isaiah,44
2201,nahum,jeremiah,34
2202,nahum,lamentations,3
2203,nahum,ezekiel,19
2204,nahum,daniel,3
2205,nahum,hosea,8
2206,nahum,joel,3
2207,nahum,amos,3
2208,nahum,obadiah,0
2209,nahum,jonah,2
2210,nahum,micah,6
2212,nahum,habakkuk,7
2213,nahum,zephaniah,0
2214,nahum,haggai,0
2215,nahum,zechariah,7
2216,nahum,malachi,1
2217,nahum,matthew,6
2218,nahum,mark,2
2219,nahum,luke,7
2220,nahum,john,2
2221,nahum,acts,5
2222,nahum,romans,1
2223,nahum,1-corinthians,1
2224,nahum,2-corithians,0
2225,nahum,galatians,2
2226,nahum,ephesians,0
2227,nahum,philippians,0
2228,nahum,colossians,0
2229,nahum,1-thessalonians,1
2230,nahum,2-thessalonians,0
2231,nahum,1-timothy,1
2232,nahum,2-timothy,0
2233,nahum,titus,0
2234,nahum,philemon,0
2235,nahum,hebrews,1
2236,nahum,james,3
2237,nahum,1-peter,0
2238,nahum,2-peter,0
2239,nahum,1-john,0
2240,nahum,2-john,0
2241,nahum,3-john,0
2242,nahum,jude,0
2243,nahum,revelation,1
2244,habakkuk,genesis,5
2245,habakkuk,exodus,5
2246,habakkuk,leviticus,1
2247,habakkuk,numbers,1
2248,habakkuk,deuteronomy,5
2249,habakkuk,joshua,0
2250,habakkuk,judges,0
2251,habakkuk,ruth,0
2252,habakkuk,1-samuel,4
2253,habakkuk,2-samuel,1
2254,habakkuk,1-kings,3
2255,habakkuk,2-kings,0
2256,habakkuk,1-chronicles,2
2257,habakkuk,2-chronicles,2
2258,habakkuk,ezra,1
2259,habakkuk,nehemiah,0
2260,habakkuk,esther,0
2261,habakkuk,job,22
2262,habakkuk,psalms,53
2263,habakkuk,proverbs,27
2264,habakkuk,ecclesiastes,6
2265,habakkuk,song-of-solomon,1
2266,habakkuk,isaiah,29
2267,habakkuk,jeremiah,16
2268,habakkuk,lamentations,5
2269,habakkuk,ezekiel,6
2270,habakkuk,daniel,5
2271,habakkuk,hosea,4
2272,habakkuk,joel,0
2273,habakkuk,amos,2
2274,habakkuk,obadiah,1
2275,habakkuk,jonah,2
2276,habakkuk,micah,2
2277,habakkuk,nahum,1
2279,habakkuk,zephaniah,2
2280,habakkuk,haggai,1
2281,habakkuk,zechariah,1
2282,habakkuk,malachi,0
2283,habakkuk,matthew,4
2284,habakkuk,mark,1
2285,habakkuk,luke,10
2286,habakkuk,john,2
2287,habakkuk,acts,2
2288,habakkuk,romans,3
2289,habakkuk,1-corinthians,1
2290,habakkuk,2-corithians,0
2291,habakkuk,galatians,1
2292,habakkuk,ephesians,1
2293,habakkuk,philippians,1
2294,habakkuk,colossians,0
2295,habakkuk,1-thessalonians,0
2296,habakkuk,2-thessalonians,0
2297,habakkuk,1-timothy,0
2298,habakkuk,2-timothy,0
2299,habakkuk,titus,0
2300,habakkuk,philemon,0
2301,habakkuk,hebrews,4
2302,habakkuk,james,0
2303,habakkuk,1-peter,0
2304,habakkuk,2-peter,3
2305,habakkuk,1-john,0
2306,habakkuk,2-john,0
2307,habakkuk,3-john,0
2308,habakkuk,jude,0
2309,habakkuk,revelation,1
2310,zephaniah,genesis,15
2311,zephaniah,exodus,5
2312,zephaniah,leviticus,4
2313,zephaniah,numbers,8
2314,zephaniah,deuteronomy,10
2315,zephaniah,joshua,13
2316,zephaniah,judges,5
2317,zephaniah,ruth,1
2318,zephaniah,1-samuel,6
2319,zephaniah,2-samuel,5
2320,zephaniah,1-kings,1
2321,zephaniah,2-kings,4
2322,zephaniah,1-chronicles,12
2323,zephaniah,2-chronicles,6
2324,zephaniah,ezra,2
2325,zephaniah,nehemiah,7
2326,zephaniah,esther,3
2327,zephaniah,job,24
2328,zephaniah,psalms,89
2329,zephaniah,proverbs,15
2330,zephaniah,ecclesiastes,4
2331,zephaniah,song-of-solomon,3
2332,zephaniah,isaiah,74
2333,zephaniah,jeremiah,62
2334,zephaniah,lamentations,4
2335,zephaniah,ezekiel,25
2336,zephaniah,daniel,3
2337,zephaniah,hosea,6
2338,zephaniah,joel,8
2339,zephaniah,amos,5
2340,zephaniah,obadiah,2
2341,zephaniah,jonah,0
2342,zephaniah,micah,10
2343,zephaniah,nahum,2
2344,zephaniah,habakkuk,4
2346,zephaniah,haggai,0
2347,zephaniah,zechariah,13
2348,zephaniah,malachi,3
2349,zephaniah,matthew,3
2350,zephaniah,mark,4
2351,zephaniah,luke,11
2352,zephaniah,john,4
2353,zephaniah,acts,4
2354,zephaniah,romans,6
2355,zephaniah,1-corinthians,1
2356,zephaniah,2-corithians,0
2357,zephaniah,galatians,1
2358,zephaniah,ephesians,1
2359,zephaniah,philippians,0
2360,zephaniah,colossians,0
2361,zephaniah,1-thessalonians,1
2362,zephaniah,2-thessalonians,0
2363,zephaniah,1-timothy,1
2364,zephaniah,2-timothy,1
2365,zephaniah,titus,0
2366,zephaniah,philemon,0
2367,zephaniah,hebrews,4
2368,zephaniah,james,1
2369,zephaniah,1-peter,0
2370,zephaniah,2-peter,2
2371,zephaniah,1-john,0
2372,zephaniah,2-john,0
2373,zephaniah,3-john,0
2374,zephaniah,jude,0
2375,zephaniah,revelation,3
2376,haggai,genesis,11
2377,haggai,exodus,7
2378,haggai,leviticus,3
2379,haggai,numbers,9
2380,haggai,deuteronomy,17
2381,haggai,joshua,5
2382,haggai,judges,6
2383,haggai,ruth,0
2384,haggai,1-samuel,4
2385,haggai,2-samuel,5
2386,haggai,1-kings,8
2387,haggai,2-kings,7
2388,haggai,1-chronicles,6
2389,haggai,2-chronicles,18
2390,haggai,ezra,8
2391,haggai,nehemiah,11
2392,haggai,esther,0
2393,haggai,job,16
2394,haggai,psalms,30
2395,haggai,proverbs,10
2396,haggai,ecclesiastes,2
2397,haggai,song-of-solomon,0
2398,haggai,isaiah,30
2399,haggai,jeremiah,53
2400,haggai,lamentations,4
2401,haggai,ezekiel,20
2402,haggai,daniel,6
2403,haggai,hosea,4
2404,haggai,joel,8
2405,haggai,amos,4
2406,haggai,obadiah,0
2407,haggai,jonah,4
2408,haggai,micah,2
2409,haggai,nahum,0
2410,haggai,habakkuk,0
2411,haggai,zephaniah,3
2413,haggai,zechariah,33
2414,haggai,malachi,9
2415,haggai,matthew,10
2416,haggai,mark,2
2417,haggai,luke,16
2418,haggai,john,5
2419,haggai,acts,12
2420,haggai,romans,1
2421,haggai,1-corinthians,2
2422,haggai,2-corithians,0
2423,haggai,galatians,0
2424,haggai,ephesians,0
2425,haggai,philippians,0
2426,haggai,colossians,0
2427,haggai,1-thessalonians,1
2428,haggai,2-thessalonians,0
2429,haggai,1-timothy,0
2430,haggai,2-timothy,0
2431,haggai,titus,0
2432,haggai,philemon,0
2433,haggai,hebrews,10
2434,haggai,james,1
2435,haggai,1-peter,0
2436,haggai,2-peter,0
2437,haggai,1-john,1
2438,haggai,2-john,0
2439,haggai,3-john,0
2440,haggai,jude,0
2441,haggai,revelation,2
2442,zechariah,genesis,64
2443,zechariah,exodus,31
2444,zechariah,leviticus,17
2445,zechariah,numbers,36
2446,zechariah,deuteronomy,44
2447,zechariah,joshua,21
2448,zechariah,judges,23
2449,zechariah,ruth,4
2450,zechariah,1-samuel,28
2451,zechariah,2-samuel,24
2452,zechariah,1-kings,28
2453,zechariah,2-kings,22
2454,zechariah,1-chronicles,32
2455,zechariah,2-chronicles,44
2456,zechariah,ezra,9
2457,zechariah,nehemiah,21
2458,zechariah,esther,5
2459,zechariah,job,61
2460,zechariah,psalms,190
2461,zechariah,proverbs,63
2462,zechariah,ecclesiastes,15
2463,zechariah,song-of-solomon,13
2464,zechariah,isaiah,191
2465,zechariah,jeremiah,199
2466,zechariah,lamentations,20
2467,zechariah,ezekiel,171
2468,zechariah,daniel,33
2469,zechariah,hosea,25
2470,zechariah,joel,16
2471,zechariah,amos,20
2472,zechariah,obadiah,5
2473,zechariah,jonah,5
2474,zechariah,micah,21
2475,zechariah,nahum,5
2476,zechariah,habakkuk,7
2477,zechariah,zephaniah,10
2478,zechariah,haggai,33
2480,zechariah,malachi,27
2481,zechariah,matthew,56
2482,zechariah,mark,33
2483,zechariah,luke,70
2484,zechariah,john,43
2485,zechariah,acts,64
2486,zechariah,romans,17
2487,zechariah,1-corinthians,10
2488,zechariah,2-corithians,0
2489,zechariah,galatians,8
2490,zechariah,ephesians,8
2491,zechariah,philippians,0
2492,zechariah,colossians,6
2493,zechariah,1-thessalonians,4
2494,zechariah,2-thessalonians,1
2495,zechariah,1-timothy,5
2496,zechariah,2-timothy,4
2497,zechariah,titus,2
2498,zechariah,philemon,1
2499,zechariah,hebrews,11
2500,zechariah,james,7
2501,zechariah,1-peter,4
2502,zechariah,2-peter,4
2503,zechariah,1-john,2
2504,zechariah,2-john,0
2505,zechariah,3-john,0
2506,zechariah,jude,1
2507,zechariah,revelation,34
2508,malachi,genesis,15
2509,malachi,exodus,6
2510,malachi,leviticus,7
2511,malachi,numbers,5
2512,malachi,deuteronomy,14
2513,malachi,joshua,2
2514,malachi,judges,5
2515,malachi,ruth,0
2516,malachi,1-samuel,8
2517,malachi,2-samuel,8
2518,malachi,1-kings,3
2519,malachi,2-kings,5
2520,malachi,1-chronicles,3
2521,malachi,2-chronicles,3
2522,malachi,ezra,1
2523,malachi,nehemiah,7
2524,malachi,esther,0
2525,malachi,job,25
2526,malachi,psalms,62
2527,malachi,proverbs,35
2528,malachi,ecclesiastes,2
2529,malachi,song-of-solomon,1
2530,malachi,isaiah,31
2531,malachi,jeremiah,25
2532,malachi,lamentations,5
2533,malachi,ezekiel,16
2534,malachi,daniel,3
2535,malachi,hosea,2
2536,malachi,joel,1
2537,malachi,amos,1
2538,malachi,obadiah,3
2539,malachi,jonah,1
2540,malachi,micah,0
2541,malachi,nahum,0
2542,malachi,habakkuk,3
2543,malachi,zephaniah,4
2544,malachi,haggai,6
2545,malachi,zechariah,17
2547,malachi,matthew,9
2548,malachi,mark,2
2549,malachi,luke,9
2550,malachi,john,8
2551,malachi,acts,5
2552,malachi,romans,6
2553,malachi,1-corinthians,4
2554,malachi,2-corithians,0
2555,malachi,galatians,1
2556,malachi,ephesians,4
2557,malachi,philippians,0
2558,malachi,colossians,1
2559,malachi,1-thessalonians,3
2560,malachi,2-thessalonians,1
2561,malachi,1-timothy,1
2562,malachi,2-timothy,1
2563,malachi,titus,0
2564,malachi,philemon,0
2565,malachi,hebrews,1
2566,malachi,james,0
2567,malachi,1-peter,1
2568,malachi,2-peter,2
2569,malachi,1-john,2
2570,malachi,2-john,0
2571,malachi,3-john,1
2572,malachi,jude,0
2573,malachi,revelation,8
2574,matthew,genesis,174
2575,matthew,exodus,71
2576,matthew,leviticus,47
2577,matthew,numbers,30
2578,matthew,deuteronomy,55
2579,matthew,joshua,20
2580,matthew,judges,43
2581,matthew,ruth,19
2582,matthew,1-samuel,38
2583,matthew,2-samuel,38
2584,matthew,1-kings,41
2585,matthew,2-kings,37
2586,matthew,1-chronicles,31
2587,matthew,2-chronicles,14
2588,matthew,ezra,10
2589,matthew,nehemiah,18
2590,matthew,esther,5
2591,matthew,job,216
2592,matthew,psalms,233
2593,matthew,proverbs,159
2594,matthew,ecclesiastes,31
2595,matthew,song-of-solomon,29
2596,matthew,isaiah,123
2597,matthew,jeremiah,63
2598,matthew,lamentations,23
2599,matthew,ezekiel,67
2600,matthew,daniel,47
2601,matthew,hosea,18
2602,matthew,joel,5
2603,matthew,amos,8
2604,matthew,obadiah,1
2605,matthew,jonah,5
2606,matthew,micah,8
2607,matthew,nahum,8
2608,matthew,habakkuk,11
2609,matthew,zephaniah,2
2610,matthew,haggai,4
2611,matthew,zechariah,25
2612,matthew,malachi,3
2614,matthew,mark,1091
2615,matthew,luke,1224
2616,matthew,john,622
2617,matthew,acts,439
2618,matthew,romans,136
2619,matthew,1-corinthians,142
2620,matthew,2-corithians,0
2621,matthew,galatians,54
2622,matthew,ephesians,22
2623,matthew,philippians,22
2624,matthew,colossians,18
2625,matthew,1-thessalonians,15
2626,matthew,2-thessalonians,11
2627,matthew,1-timothy,29
2628,matthew,2-timothy,21
2629,matthew,titus,9
2630,matthew,philemon,8
2631,matthew,hebrews,96
2632,matthew,james,42
2633,matthew,1-peter,35
2634,matthew,2-peter,13
2635,matthew,1-john,26
2636,matthew,2-john,5
2637,matthew,3-john,8
2638,matthew,jude,11
2639,matthew,revelation,85
2640,mark,genesis,85
2641,mark,exodus,26
2642,mark,leviticus,17
2643,mark,numbers,22
2644,mark,deuteronomy,34
2645,mark,joshua,7
2646,mark,judges,24
2647,mark,ruth,6
2648,mark,1-samuel,20
2649,mark,2-samuel,22
2650,mark,1-kings,16
2651,mark,2-kings,20
2652,mark,1-chronicles,7
2653,mark,2-chronicles,13
2654,mark,ezra,7
2655,mark,nehemiah,14
2656,mark,esther,10
2657,mark,job,95
2658,mark,psalms,127
2659,mark,proverbs,78
2660,mark,ecclesiastes,17
2661,mark,song-of-solomon,12
2662,mark,isaiah,70
2663,mark,jeremiah,40
2664,mark,lamentations,11
2665,mark,ezekiel,40
2666,mark,daniel,30
2667,mark,hosea,10
2668,mark,joel,4
2669,mark,amos,5
2670,mark,obadiah,1
2671,mark,jonah,2
2672,mark,micah,4
2673,mark,nahum,1
2674,mark,habakkuk,1
2675,mark,zephaniah,0
2676,mark,haggai,0
2677,mark,zechariah,11
2678,mark,malachi,1
2679,mark,matthew,1027
2681,mark,luke,809
2682,mark,john,394
2683,mark,acts,251
2684,mark,romans,57
2685,mark,1-corinthians,62
2686,mark,2-corithians,0
2687,mark,galatians,25
2688,mark,ephesians,19
2689,mark,philippians,13
2690,mark,colossians,15
2691,mark,1-thessalonians,9
2692,mark,2-thessalonians,5
2693,mark,1-timothy,18
2694,mark,2-timothy,15
2695,mark,titus,3
2696,mark,philemon,2
2697,mark,hebrews,47
2698,mark,james,19
2699,mark,1-peter,21
2700,mark,2-peter,10
2701,mark,1-john,22
2702,mark,2-john,1
2703,mark,3-john,5
2704,mark,jude,3
2705,mark,revelation,48
2706,luke,genesis,202
2707,luke,exodus,71
2708,luke,leviticus,39
2709,luke,numbers,34
2710,luke,deuteronomy,79
2711,luke,joshua,27
2712,luke,judges,62
2713,luke,ruth,19
2714,luke,1-samuel,55
2715,luke,2-samuel,47
2716,luke,1-kings,56
2717,luke,2-kings,48
2718,luke,1-chronicles,46
2719,luke,2-chronicles,31
2720,luke,ezra,14
2721,luke,nehemiah,22
2722,luke,esther,14
2723,luke,job,207
2724,luke,psalms,301
2725,luke,proverbs,143
2726,luke,ecclesiastes,50
2727,luke,song-of-solomon,22
2728,luke,isaiah,136
2729,luke,jeremiah,64
2730,luke,lamentations,20
2731,luke,ezekiel,99
2732,luke,daniel,38
2733,luke,hosea,30
2734,luke,joel,10
2735,luke,amos,14
2736,luke,obadiah,2
2737,luke,jonah,6
2738,luke,micah,6
2739,luke,nahum,7
2740,luke,habakkuk,5
2741,luke,zephaniah,1
2742,luke,haggai,4
2743,luke,zechariah,20
2744,luke,malachi,2
2745,luke,matthew,1192
2746,luke,mark,862
2748,luke,john,487
2749,luke,acts,527
2750,luke,romans,106
2751,luke,1-corinthians,166
2752,luke,2-corithians,0
2753,luke,galatians,46
2754,luke,ephesians,47
2755,luke,philippians,24
2756,luke,colossians,26
2757,luke,1-thessalonians,25
2758,luke,2-thessalonians,16
2759,luke,1-timothy,43
2760,luke,2-timothy,29
2761,luke,titus,11
2762,luke,philemon,5
2763,luke,hebrews,97
2764,luke,james,37
2765,luke,1-peter,26
2766,luke,2-peter,19
2767,luke,1-john,33
2768,luke,2-john,0
2769,luke,3-john,6
2770,luke,jude,14
2771,luke,revelation,107
2772,john,genesis,159
2773,john,exodus,56
2774,john,leviticus,19
2775,john,numbers,27
2776,john,deuteronomy,42
2777,john,joshua,14
2778,john,judges,44
2779,john,ruth,20
2780,john,1-samuel,38
2781,john,2-samuel,33
2782,john,1-kings,25
2783,john,2-kings,37
2784,john,1-chronicles,14
2785,john,2-chronicles,15
2786,john,ezra,12
2787,john,nehemiah,21
2788,john,esther,3
2789,john,job,215
2790,john,psalms,228
2791,john,proverbs,126
2792,john,ecclesiastes,40
2793,john,song-of-solomon,20
2794,john,isaiah,111
2795,john,jeremiah,49
2796,john,lamentations,21
2797,john,ezekiel,44
2798,john,daniel,36
2799,john,hosea,18
2800,john,joel,1
2801,john,amos,7
2802,john,obadiah,2
2803,john,jonah,10
2804,john,micah,7
2805,john,nahum,6
2806,john,habakkuk,7
2807,john,zephaniah,6
2808,john,haggai,3
2809,john,zechariah,14
2810,john,malachi,3
2811,john,matthew,736
2812,john,mark,529
2813,john,luke,741
2815,john,acts,472
2816,john,romans,161
2817,john,1-corinthians,182
2818,john,2-corithians,0
2819,john,galatians,70
2820,john,ephesians,54
2821,john,philippians,40
2822,john,colossians,20
2823,john,1-thessalonians,43
2824,john,2-thessalonians,19
2825,john,1-timothy,46
2826,john,2-timothy,31
2827,john,titus,12
2828,john,philemon,5
2829,john,hebrews,91
2830,john,james,41
2831,john,1-peter,26
2832,john,2-peter,23
2833,john,1-john,157
2834,john,2-john,14
2835,john,3-john,15
2836,john,jude,8
2837,john,revelation,101
2838,acts,genesis,172
2839,acts,exodus,69
2840,acts,leviticus,26
2841,acts,numbers,60
2842,acts,deuteronomy,57
2843,acts,joshua,29
2844,acts,judges,49
2845,acts,ruth,12
2846,acts,1-samuel,64
2847,acts,2-samuel,53
2848,acts,1-kings,42
2849,acts,2-kings,30
2850,acts,1-chronicles,38
2851,acts,2-chronicles,32
2852,acts,ezra,23
2853,acts,nehemiah,47
2854,acts,esther,7
2855,acts,job,221
2856,acts,psalms,302
2857,acts,proverbs,99
2858,acts,ecclesiastes,51
2859,acts,song-of-solomon,12
2860,acts,isaiah,125
2861,acts,jeremiah,81
2862,acts,lamentations,28
2863,acts,ezekiel,65
2864,acts,daniel,60
2865,acts,hosea,19
2866,acts,joel,6
2867,acts,amos,7
2868,acts,obadiah,0
2869,acts,jonah,8
2870,acts,micah,4
2871,acts,nahum,8
2872,acts,habakkuk,9
2873,acts,zephaniah,2
2874,acts,haggai,1
2875,acts,zechariah,19
2876,acts,malachi,4
2877,acts,matthew,439
2878,acts,mark,321
2879,acts,luke,619
2880,acts,john,424
2882,acts,romans,226
2883,acts,1-corinthians,232
2884,acts,2-corithians,0
2885,acts,galatians,92
2886,acts,ephesians,71
2887,acts,philippians,69
2888,acts,colossians,44
2889,acts,1-thessalonians,68
2890,acts,2-thessalonians,18
2891,acts,1-timothy,57
2892,acts,2-timothy,65
2893,acts,titus,21
2894,acts,philemon,11
2895,acts,hebrews,179
2896,acts,james,48
2897,acts,1-peter,50
2898,acts,2-peter,29
2899,acts,1-john,35
2900,acts,2-john,2
2901,acts,3-john,7
2902,acts,jude,18
2903,acts,revelation,108
2904,romans,genesis,13
2905,romans,exodus,14
2906,romans,leviticus,17
2907,romans,numbers,5
2908,romans,deuteronomy,18
2909,romans,joshua,4
2910,romans,judges,5
2911,romans,ruth,0
2912,romans,1-samuel,2
2913,romans,2-samuel,10
2914,romans,1-kings,5
2915,romans,2-kings,2
2916,romans,1-chronicles,3
2917,romans,2-chronicles,5
2918,romans,ezra,2
2919,romans,nehemiah,6
2920,romans,esther,0
2921,romans,job,83
2922,romans,psalms,130
2923,romans,proverbs,76
2924,romans,ecclesiastes,14
2925,romans,song-of-solomon,8
2926,romans,isaiah,50
2927,romans,jeremiah,16
2928,romans,lamentations,6
2929,romans,ezekiel,17
2930,romans,daniel,12
2931,romans,hosea,8
2932,romans,joel,1
2933,romans,amos,2
2934,romans,obadiah,1
2935,romans,jonah,0
2936,romans,micah,4
2937,romans,nahum,2
2938,romans,habakkuk,3
2939,romans,zephaniah,2
2940,romans,haggai,0
2941,romans,zechariah,3
2942,romans,malachi,3
2943,romans,matthew,88
2944,romans,mark,54
2945,romans,luke,83
2946,romans,john,121
2947,romans,acts,174
2949,romans,1-corinthians,270
2950,romans,2-corithians,0
2951,romans,galatians,162
2952,romans,ephesians,117
2953,romans,philippians,92
2954,romans,colossians,62
2955,romans,1-thessalonians,57
2956,romans,2-thessalonians,34
2957,romans,1-timothy,48
2958,romans,2-timothy,46
2959,romans,titus,17
2960,romans,philemon,21
2961,romans,hebrews,141
2962,romans,james,42
2963,romans,1-peter,83
2964,romans,2-peter,19
2965,romans,1-john,27
2966,romans,2-john,7
2967,romans,3-john,6
2968,romans,jude,14
2969,romans,revelation,26
2970,1-corinthians,genesis,22
2971,1-corinthians,exodus,21
2972,1-corinthians,leviticus,30
2973,1-corinthians,numbers,13
2974,1-corinthians,deuteronomy,24
2975,1-corinthians,joshua,4
2976,1-corinthians,judges,10
2977,1-corinthians,ruth,2
2978,1-corinthians,1-samuel,9
2979,1-corinthians,2-samuel,16
2980,1-corinthians,1-kings,5
2981,1-corinthians,2-kings,4
2982,1-corinthians,1-chronicles,6
2983,1-corinthians,2-chronicles,4
2984,1-corinthians,ezra,4
2985,1-corinthians,nehemiah,8
2986,1-corinthians,esther,2
2987,1-corinthians,job,103
2988,1-corinthians,psalms,79
2989,1-corinthians,proverbs,76
2990,1-corinthians,ecclesiastes,25
2991,1-corinthians,song-of-solomon,9
2992,1-corinthians,isaiah,39
2993,1-corinthians,jeremiah,15
2994,1-corinthians,lamentations,6
2995,1-corinthians,ezekiel,28
2996,1-corinthians,daniel,16
2997,1-corinthians,hosea,1
2998,1-corinthians,joel,4
2999,1-corinthians,amos,1
3000,1-corinthians,obadiah,0
3001,1-corinthians,jonah,0
3002,1-corinthians,micah,3
3003,1-corinthians,nahum,1
3004,1-corinthians,habakkuk,4
3005,1-corinthians,zephaniah,0
3006,1-corinthians,haggai,0
3007,1-corinthians,zechariah,6
3008,1-corinthians,malachi,6
3009,1-corinthians,matthew,111
3010,1-corinthians,mark,56
3011,1-corinthians,luke,112
3012,1-corinthians,john,105
3013,1-corinthians,acts,187
3014,1-corinthians,romans,223
3016,1-corinthians,2-corithians,0
3017,1-corinthians,galatians,77
3018,1-corinthians,ephesians,99
3019,1-corinthians,philippians,71
3020,1-corinthians,colossians,52
3021,1-corinthians,1-thessalonians,56
3022,1-corinthians,2-thessalonians,32
3023,1-corinthians,1-timothy,47
3024,1-corinthians,2-timothy,25
3025,1-corinthians,titus,19
3026,1-corinthians,philemon,16
3027,1-corinthians,hebrews,80
3028,1-corinthians,james,56
3029,1-corinthians,1-peter,32
3030,1-corinthians,2-peter,22
3031,1-corinthians,1-john,22
3032,1-corinthians,2-john,4
3033,1-corinthians,3-john,8
3034,1-corinthians,jude,11
3035,1-corinthians,revelation,44
3036,2-corithians,genesis,0
3037,2-corithians,exodus,0
3038,2-corithians,leviticus,0
3039,2-corithians,numbers,0
3040,2-corithians,deuteronomy,0
3041,2-corithians,joshua,0
3042,2-corithians,judges,0
3043,2-corithians,ruth,0
3044,2-corithians,1-samuel,0
3045,2-corithians,2-samuel,0
